post,normalized claim
கோயிலுக்குள் நுழைந்து சிலையைத் தொட்டதற்காக கர்நாடகாவில் ஒரு தலித் குடும்பம் நிர்வாணமாக சித்திரவதை செய்யப்பட்டு அபராதம் விதிக்கப்பட்டதை அறிந்து வெட்கப்படுகிறேன். நாம் மனிதர்களா? என்று சொல்லி வெறுமனே சபித்தார்!,"கர்நாடகாவில் தலித் குடும்பம் நிர்வாணமாக கடுமையாக சித்திரவதை செய்யப்பட்டு, கோயிலுக்குள் நுழைந்து சிலையைத் தொட்டதற்காக அபராதம் விதிக்கப்பட்டது."
பள்ளிப் புத்தகங்களுக்கு வரி விதிக்கும் முதல் நாடு இந்தியா …,பள்ளிப் பாடப்புத்தகங்களுக்கு வரி விதிக்கும் முதல் நாடு இந்தியா
"முதல் கட்டமாக கொரோனா தடுப்பூசி எடுத்துக்கொண்ட நோயாளிகள் மற்ற நோயாளிகளை சாப்பிட தொடங்கியதால், மருத்துவமனைகள் பூட்டப்பட்டுள்ளன,” என்று கூறுகிறது. இந்த இடுகையில் உள்ள தலைப்பு, “2021 மிகவும் கடுமையானதாகத் தெரிகிறது","முதல் கட்டமாக கொரோனா தடுப்பூசி எடுத்துக்கொண்ட நோயாளிகள் மற்ற நோயாளிகளை சாப்பிட தொடங்கியதால், மருத்துவமனைகள் பூட்டப்பட்டுள்ளன"
"இந்த சிறுமி மங்களூரில் (தென்னிந்தியா) உள்ள ஒரு பிச்சைக்காரர் குழுவைச் சேர்ந்தது. இந்தச் செய்தியை பகிருங்கள். இந்தச் சிறுமியால் தன் பெயரைக் கூற முடிகிறது, தன் பெயரை சோனல் பிபின் படேல் என்று கூறுகிறாள். இந்த புகைப்படத்துடன் ஒரு போஸ்ட்டை ஒவ்வொரு குழுவிலும் பகிருங்கள். எங்கள் முயற்சியில், இந்தச் சிறுமி தன் உண்மையான பெற்றோரை அடைய முடியும்.","இந்த சிறுமி மங்களூரில் (தென்னிந்தியா) உள்ள ஒரு பிச்சைக்காரர் குழுவைச் சேர்ந்தது. இந்தச் செய்தியை பகிருங்கள். இந்தச் சிறுமியால் தன் பெயரைக் கூற முடிகிறது, தன் பெயரை சோனல் பிபின் படேல் என்று கூறுகிறாள். இந்த புகைப்படத்துடன் ஒரு போஸ்ட்டை ஒவ்வொரு குழுவிலும் பகிருங்கள். இதில் அவருடன் உள்ள பிச்சைக்கார்கள் மும்பை டிரெயினில் காணப்பட்டார்கள். நம் முயற்சியால் இவர் தன் உண்மையான பெற்றோரை அடையக் கூடும்."
ஹத்ராஸில் பாலியல் வன்கொடுமைக்கு ஆளானவரின் உடலினை உ.பி. காவல்துறையினர் எரிப்பதினை முதல்வர் நேரலையில் கண்டார்,ஹத்ராஸில் பாலியல் வன்கொடுமைக்கு ஆளானவரின் உடலினை உ.பி. காவல்துறையினர் எரிப்பதினை முதல்வர் நேரலையில் கண்டார்
"அன்னீஸ் கன்மணி ஜாய் திருவனந்தபுரம் மருத்துவக் கல்லூரியில் செவிலியராக இருந்தார். அவர் IAS முடித்து கொடகுவில் மாவட்ட ஆணையராக நியமிக்கப்பட்டார். அவரது நர்சிங் அனுபவத்தைக் கொண்டு, கொடகு மாவட்டத்தைவிட்டு கொரோனாவை முற்றிலுமாக வெளியேற்ற அவரால் உதவ முடியும். அவர் கொடகு மக்களிடமிருந்து சிறப்பு பாராட்டுகளை பெறுகிறார்","அன்னீஸ் கன்மணி ஜாய் திருவனந்தபுரம் மருத்துவக் கல்லூரியில் செவிலியராக இருந்தார். அவர் IAS முடித்து கொடகுவில் மாவட்ட ஆணையராக நியமிக்கப்பட்டார். அவரது நர்சிங் அனுபவத்தைக் கொண்டு, கொடகு மாவட்டத்தைவிட்டு கொரோனாவை முற்றிலுமாக வெளியேற்ற அவரால் உதவ முடியும். அவர் கொடகு மக்களிடமிருந்து சிறப்பு பாராட்டுகளை பெறுகிறார்"
"கொரோனா வைரஸ் காரணமாக பள்ளிகளும் கல்லூரிகளும் மூடப்பட்டுள்ளன, இதன் காரணமாக மாணவர்களின் கல்வி பாதிக்கப்பட்டுள்ளது. எனவே அனைத்து மாணவர்களுக்கும் இலவச ஆண்ட்ராய்டு ஸ்மார்ட்போன்களை வழங்கப்படுகிறது… உங்கள் இலவச ஸ்மார்ட்போனைப் பெற இந்த இணைப்பிலிருக்கும் படிவத்தை நிரப்பவும்: http://bit.ly/Register-Free-Smartphone-Link.",இந்த வைரல் கூற்று தவறானது. கொரோனா நோய்த்தொற்றின் காரணமாக அனைத்து மாணவர்களுக்கும் அரசு இலவச ஸ்மார்ட்போன்களை வழங்கவில்லை. அறியப்படாத இணைப்புகளைக் கிளிக் செய்ய வேண்டாம் என்று சைபர் நிபுணர்கள் எச்சரிக்கை விடுத்துள்ளனர்.
"ஒரு மாநிலத்துல 40 மாவட்டங்கள் மேல இருந்தா அந்த மாநிலத்த ரெண்டா பிரிச்சிருவாங்க. இப்ப சொல்லுங்க இது நல்லதா கெட்டதா,",ஒரு மாநிலத்துல 40 மாவட்டங்கள் மேல இருந்தா அந்த மாநிலத்த ரெண்டா பிரிச்சிருவாங்க
பொதுவாக Chikoo என்று அழைக்கப்படும் உள்ளூர் பழமான சப்போட்டாவில் கோவிட்-19 நோய்க்கான சிகிச்சை கண்டுபிடிக்கப்பட்டுள்ளது,"கோவிட்-19 நோய்க்கான சிகிச்சையானது உள்ளூர் பழமான சப்போட்டாவில் கண்டுபிடிக்கப்பட்டுள்ளது, இது பொதுவாக சிகூ என்று அழைக்கப்படுகிறது"
பிரம்மோஸ் சூப்பர்சானிக் க்ரூசிபிள் ஏவுகணை மயான்மார் ராணுவத்தால் (கோகோ தீவு) crd #Newwave ஏவப்பட்டது என்பதை நான் பெருமையுடன் கூறுகிறேன்.,மியான்மாரின் ஏவுகணை பரிசோதனை ஏவுதல்
கண்ணால் காண்பதும் பொய் காதால் கேட்பதும் பொய்.. பத்தாள்ஸ் சொல்வதே மெய்,"இந்தியா-சீனா பதற்றத்தில் காயமடைந்து, பிரதமர் நரேந்திர மோடியை சந்தித்த வீரர்களில் ஒருவர் பாரதிய ஜனதா கட்சியின் தலைவர் தேஜீந்தர் பால் சிங் பாகா"
"நீங்கள் வெற்றிபெற எந்த அளவிற்கும் செல்ல வேண்டும், நீங்கள் முதலில் அவர்களுடன் சண்டையிடுவீர்கள், பின்னர் உங்களுக்குள்ளே சண்டையிடுவீர்கள், இவ்வாறு செய்கையில் யாரும் வேலைவாய்ப்பு குறித்து கவனம் செலுத்த மாட்டார்கள்",வரவிருக்கும் மேற்கு வங்கத் தேர்தலில் AIMIM உடனான தங்கள் கூட்டணியை பாஜக தனது அதிகாரப்பூர்வ ட்விட்டர் கணக்கிலிருந்து அறிவித்திருப்பதாகக் கூறி ஒரு ட்வீட்டின் புகைப்படம்
“அகர்தலா ஸ்மார்ட் சிட்டி”. இந்தப் புகைப்படம் ஒரு அழகான பாதசாரி மேம்பாலத்தைக் காட்டுகிறது.,அகர்தலா ஸ்மார்ட் சிட்டி
இது மன்னர் ஹென்றி VIII தனது பூனை டகோபெர்டுக்காக தயாரித்த கவசம்.,இது மன்னர் ஹென்றி VIII தனது பூனை டகோபெர்டுக்காக தயாரித்த கவசம்
டெல்லி #செங்கோட்டையில் #இந்திய #கொடியை இறக்கி விட்டு #காலிஸ்தான் கொடியை ஏற்றிய #சீக்கியர்கள். இந்த நொடியில் இருந்து #அரபு அடிமைகள் முதல் எதிரி என்றால் இவர்கள் இரண்டாவது எதிரிகள். இதுதான் #விவசாயிகள் போராட்டமாம். இனியும் அரசு பொறுத்து கொண்டிருப்பது நல்லதற்கல்ல…,டெல்லி #செங்கோட்டையில் #இந்திய #கொடியை இறக்கி விட்டு #காலிஸ்தான் கொடியை ஏற்றிய #சீக்கியர்கள். இந்த நொடியில் இருந்து #அரபு அடிமைகள் முதல் எதிரி என்றால் இவர்கள் இரண்டாவது எதிரிகள். இதுதான் #விவசாயிகள் போராட்டமாம். இனியும் அரசு பொறுத்து கொண்டிருப்பது நல்லதற்கல்ல
"டெல்லி காவல்துறை சாந்தி சேவா நயா மக்களுக்கு டெல்லி காவல்துறையினர் அளிக்கும் தகவல். நோய்த் தொற்றும் ஆபத்து இருப்பதனால், 22-03-2020 அன்று முக்கிய காரணம் எதுவுமில்லாமல் எந்தவொரு நபரும் வெளியில் அலைந்து திரிந்தால், கடையைத் திறந்தால் அல்லது டெல்லியில் இருந்து வெளியேறினால் ரூ. 11000 அபராதமாக விதிக்கப்படும். 22-03-2020 அன்று இந்தியர்கள் இதற்கு ஒன்று சேர்ந்து ஆதரவளிக்க வேண்டும். நன்றி. டெல்லி காவல்துறை.",இந்த அறிவிப்பு பொய்யானது என்பதை விஸ்வாஸ் நியூஸ் தனது விசாரணையில் கண்டறிந்துள்ளது. டெல்லி காவல்துறை இதுபோன்ற எந்த அறிவிப்பையும் வெளியிடவில்லை.
"வாக்களிக்கவில்லை என்றால், தடுப்பூசி இல்லையா?… பாஜகவுக்கு வாக்களிப்பவர்களுக்கு மட்டுமே இவர்கள் இலவச தடுப்பூசி வழங்குவார்கள். அவ்வாறு வாக்களிக்காதவர்கள், தடுப்பூசிகளை பெற மாட்டார்கள்","வாக்களிக்கவில்லை என்றால், தடுப்பூசி இல்லையா?… பாஜகவுக்கு வாக்களிப்பவர்களுக்கு மட்டுமே இவர்கள் இலவச தடுப்பூசி வழங்குவார்கள். அவ்வாறு வாக்களிக்காதவர்கள், தடுப்பூசிகளை பெற மாட்டார்கள்"
"ஹத்ராஸ்..இது #டாக்டர்_ராஜ்குமாரி என்ற #நக்சல் பெண், பாதிக்கப்பட்டவரின் போலி மைத்துனராக மாறி செப்டம்பர் 14 முதல் செப்டம்பர் 25 வரை பாதிக்கப்பட்டவரின் வீட்டில் வசித்து, பாதிக்கப்பட்டவரின் மைத்துனராக செய்தி தொலைக்காட்சிகளுக்கு நேர்காணல்களை வழங்கினார்","ஹத்ராஸ்..இது #டாக்டர்_ராஜ்குமாரி என்ற #நக்சல் பெண், பாதிக்கப்பட்டவரின் போலி மைத்துனராக மாறி செப்டம்பர் 14 முதல் செப்டம்பர் 25 வரை பாதிக்கப்பட்டவரின் வீட்டில் வசித்து, பாதிக்கப்பட்டவரின் மைத்துனராக செய்தி தொலைக்காட்சிகளுக்கு நேர்காணல்களை வழங்கினார்"
நான் நிறைய பேசும் புகைப்படங்களை பார்த்திருக்கிறேன் .. ஆனால் உண்மையாகவே ஒரு பேசும் புகைப்படத்தை இப்போது தான் நான் பார்க்கிறேன் .. இந்த புகைப்படத்தை எடுத்த நபர் உண்மையில் இந்த சமுதாயத்திற்கு எவ்வளவு பெரிய கருத்தை உணர்த்தியிருக்கிறார் என்பது தெளிவாக தெரிகிறது… இதை நகைச்சுவையாக எடுத்துக் கொள்ளாதீர்கள்… சுகாதாரத் துறையில் பணிபுரியும் ஊழியர்கள் செய்யும் தியாகங்களைப் பற்றி நன்கு சிந்தியுங்கள்,நான் நிறைய பேசும் புகைப்படங்களை பார்த்திருக்கிறேன் .. ஆனால் உண்மையாகவே ஒரு பேசும் புகைப்படத்தை இப்போது தான் நான் பார்க்கிறேன் .. இந்த புகைப்படத்தை எடுத்த நபர் உண்மையில் இந்த சமுதாயத்திற்கு எவ்வளவு பெரிய கருத்தை உணர்த்தியிருக்கிறார் என்பது தெளிவாக தெரிகிறது… இதை நகைச்சுவையாக எடுத்துக் கொள்ளாதீர்கள்… சுகாதாரத் துறையில் பணிபுரியும் ஊழியர்கள் செய்யும் தியாகங்களைப் பற்றி நன்கு சிந்தியுங்கள்
"SRMIST KTR வளாகத்தின் உள்ள ஒவ்வொரு பெண் மாணவரும் பாதுகாப்பு நோக்கங்களுக்காக ஒரு காதலனைக் கொண்டிருப்பதைக் கட்டாயமாக்குகிறது. மேலும் ஒற்றை மாணவர்கள் வளாகத்திற்குள் நுழைய அனுமதிக்க மாட்டார்கள் என்றும் அது எச்சரிக்கிறது. வளாகத்திற்குள் நுழைவதற்கு தங்கள் காதலனுடன் அவர்கள் எடுத்துக்கொண்ட சமீபத்திய படத்தை காட்ட வேண்டும் என்றும் அது கூறுகிறது. SRM பல்கலைக்கழக லோகோ, பதிவாளரின் முத்திரை மற்றும் கையொப்பத்துடன் கூடிய சுற்றறிக்கை கல்லூரியில் உள்ள மற்ற அனைத்து மூத்த அதிகாரிகளுக்கும் அனுப்பப்பட்டுள்ளது","SRM பல்கலைக்கழக பதிவாளரிடம் இருந்து வந்ததாகக் கூறப்படும் ஒரு வைரல் சுற்றறிக்கை, SRMIST KTR வளாகத்தின் உள்ள ஒவ்வொரு பெண் மாணவரும் பாதுகாப்பு நோக்கங்களுக்காக ஒரு காதலனைக் கொண்டிருப்பதைக் கட்டாயமாக்குகிறது. மேலும் ஒற்றை மாணவர்கள் வளாகத்திற்குள் நுழைய அனுமதிக்க மாட்டார்கள் என்றும் அது எச்சரிக்கிறது. வளாகத்திற்குள் நுழைவதற்கு தங்கள் காதலனுடன் அவர்கள் எடுத்துக்கொண்ட சமீபத்திய படத்தை காட்ட வேண்டும் என்றும் அது கூறுகிறது"
‘உலக வரலாற்றிலேயே முதன்முறையாக செவ்வாய் கிரகத்தில் மைக்ரோஃபோன்கள் அனுப்பப்பட்டுள்ளன. சிவப்பு கிரகத்தில் பதிவு செய்யப்பட்ட முதல் ஆடியோ பதிவு இதுவாகும். இது அற்புதமானது மற்றும் வரலாற்று சிறப்புமிக்கது’,"For the very first time, we have microphones on Mars. This is the first recorded audio of what it sounds like on the red planet. Amazing and historic."
இந்திய விமானப்படையின் (ஐஏஎஃப்) போர் விமானமான சுகோய் SU-30 ஐ சீனா திபெத்தில் சுட்டு வீழ்த்தியதாக சமூக ஊடகங்களில் ஒரு வைரல் பதிவு கூறுகிறது,இந்திய விமானப்படையின் (ஐஏஎஃப்) போர் விமானமான சுகோய் SU-30 ஐ சீனா திபெத்தில் சுட்டு வீழ்த்தியது
"கொரோனா வைரஸைத் தடுக்க எருக்கம் பூ (மொட்டு) மற்றும் 6-10 கருப்பு மிளகு விதைகளுடன் வெற்றிலை உட்கொள்வதை சமூக ஊடகங்களில் ஒரு இடுகை அறிவுறுத்துகிறது. ஒன்றரை நிமிடம் தொடரும் வீடியோ, எருக்கம் பூ, வெற்றிலை மற்றும் கருப்பு மிளகு கொண்டு தயாரித்த மாத்திரைகள் வடிவில் சித்த மருத்துவக் கடைகளில் கிடைக்கிறது என்று கூறுகிறது. மேலும் கொரோனாவால் உயிர் பிரியும் நிலையில் உள்ளவர்களையும் காப்பாற்ற உதவும் என்று கூறுகிறது",Intake of betel leaf with calotropis flower (bud) and 6-10 black pepper seeds to prevent corona virus
"பாகிஸ்தான் கொரோனா தடுப்பூசியை ஒன்றை கண்டுபிடித்தால், அதனை நாங்கள் ஒருபோதும் இஸ்ரேலுடனோ, இந்தியாவுடனோ பகிர்ந்து கொள்ள மாட்டோம் – பாகிஸ்தான் பிரதமர் இம்ரான் கான்","பாகிஸ்தான் கொரோனா தடுப்பூசியை ஒன்றை கண்டுபிடித்தால், அதனை நாங்கள் ஒருபோதும் இஸ்ரேலுடனோ, இந்தியாவுடனோ பகிர்ந்து கொள்ள மாட்டோம் - பாகிஸ்தான் பிரதமர் இம்ரான் கான்,"
நெற்றியில் சந்தனம் வைப்பது போல் அருகில் சென்று ஹரியானா பிஜேபி எம்.எல்.ஏ முகத்தில் சாணியை பூசி செருப்பால் அடித்த விவசாயிகள். விவசாயிகள் போராட்டம் வெல்லட்டும்!,நெற்றியில் சந்தனம் வைப்பது போல் அருகில் சென்று ஹரியானா பிஜேபி எம்.எல்.ஏ முகத்தில் சாணியை பூசி செருப்பால் அடித்து விவசாயிகள் தாக்கியதாகக் கூறி பகிரப்படும் காணொளி
"“தங்க நாற்கர சாலை தந்த தலைமகனுக்கு பிறந்த நாள் இன்று,” என்று டிசம்பர் 25-ம் தேதி மறைந்த முன்னாள் இந்தியப் பிரதமர் அடல் பிகாரி வாஜ்பாய் அவர்களின் பிறந்தநாளுக்கு வாழ்த்துக் கூறுவதாக பகிரப்பட்டு வருகிறது.","“தங்க நாற்கர சாலை தந்த தலைமகனுக்கு பிறந்த நாள் இன்று,” என்று டிசம்பர் 25-ம் தேதி மறைந்த முன்னாள் இந்தியப் பிரதமர் அடல் பிகாரி வாஜ்பாய் அவர்களின் பிறந்தநாளுக்கு வாழ்த்துக் கூறுவதாக பகிரப்பட்டு வருகிறது."
"ஹாய் காய்ஸ்… 2021 நாட்காட்டியில் நீங்கள் இதைக் கவனித்தீர்களா? இந்த ஆண்டின் பிப்ரவரி மீண்டும் உங்கள் வாழ்க்கையில் வராது. ஏனெனில் இந்த ஆண்டு பிப்ரவரியில் 4 ஞாயிறு, 4 திங்கள், 4 செவ்வாய், 4 புதன், 4 வியாழன், 4 வெள்ளி, 4 சனிக்கிழமைகள் உள்ளன. ஒவ்வொரு 823 ஆண்டுக்கு ஒருமுறை இது நடைபெறும். இந்த ஆண்டு பிப்ரவரி மிகவும் தனித்துவமானது.","இவ்வாண்டின் பிப்ரவரி மாதத்தில் ஒவ்வொரு நாளும் மாதத்தில் நான்கு முறை வருவதால், இந்த ஆண்டு பிப்ரவரி மிகவும் சிறப்பு வாய்ந்தது என்றும், இந்தத் தற்செயல் 823 ஆண்டுகளுக்கு ஒருமுறை மட்டுமே வருகிறது என்றும் சமூக ஊடகங்களில் வைரலாகி வரும் ஒரு பதிவு கூறுகிறது."
அமெரிக்காவின் அனுமன்ஜி – இந்த சிலை அமெரிக்காவின் பண்டைய கடவுளான ‘குரங்கு கடவுள்’. இது இப்போது கொலராடோவின் டென்வர் அருங்காட்சியகத்தில் உள்ளது. உலகெங்கிலும் ஒரே மதமாக சனாதன இந்து மதம் இருந்தது…,அமெரிக்காவின் அனுமன்ஜி - இந்த சிலை அமெரிக்காவின் பண்டைய கடவுளான ‘குரங்கு கடவுள்’. இது இப்போது கொலராடோவின் டென்வர் அருங்காட்சியகத்தில் உள்ளது. உலகெங்கிலும் ஒரே மதமாக சனாதன இந்து மதம் இருந்தது…
"அவர் கொரோனா வைரஸால் பாதிக்கப்பட்டபோது, ​​கோயில்கள் அவர் நலம்பெற வேண்டி பிரார்த்தனைகள் செய்தன. இப்போது அவர் மீண்டும் நல்ல உடல்நிலைக்கு திரும்பிவிட்டதால், அவர் ஹாஜி அலி தர்காவுக்குச் சென்று போர்வையினைக் காணிக்கையாக வழங்கினார்","கொரானோவிலிருந்து மீண்டதற்குப் பின்பாக பாலிவுட் நடிகர் அமிதாப் பச்சன், ஹாஜி அலி தர்காவில் போர்வையினை (சடார்) காணிக்கையாக வழங்க சென்றார்"
மனிதன் எந்த அளவிற்கு மனிதாபிமானம் அற்றவன் என்பதற்கு உதாரணம்..இந்த புகைப்படங்கள் தான்..தன் வாழ்க்கையை கை ரிக்‌ஷா இழுத்து சம்பாரிக்கும் ஒரு ஏழை ரிக்‌ஷா தொழிலாளியின் ரிக்‌ஷாவை புல்டோஷர் கொண்டு சுக்கு நூறாக்கிய காட்சி..தன் வாழ்வாதாரம் பறிக்கப்பட்டதை கண்டு கதறி அழும் அந்த மனிதனின் வேதனை அழுகையை பாருங்கள்..! உங்களுக்கு ஒரு வலி ஏற்படும்..,தன் வாழ்க்கையை கை ரிக்‌ஷா இழுத்து சம்பாரிக்கும் ஒரு ஏழை ரிக்‌ஷா தொழிலாளியின் ரிக்‌ஷாவை புல்டோஷர் கொண்டு சுக்கு நூறாக்கிய காட்சி..தன் வாழ்வாதாரம் பறிக்கப்பட்டதை கண்டு கதறி அழும் அந்த மனிதனின் வேதனை அழுகையை பாருங்கள்
"17 செப்டம்பர் தேசிய வேலைவாய்ப்பு தினம்: மாணவர்கள் தங்கள் உரிமைகளுக்காக போராடினால், அவர்களை லத்தியால் தாக்குகிறார்கள். அதேபோல் விவசாயிகள் தங்கள் உரிமைகளுக்காக போராடினாலும், அவர்களையும் லத்தியால் தாக்குகின்றனர்",வேலையின்மைக்கு எதிராக போராடிய மாணவர்கள் உ.பி. காவல்துறையினரால் தாக்கப்பட்டனர் என்ற கூற்றுடன் கூடிய படங்கள்
"உலக சுகாதார அமைப்பு (WHO), மூளைக்கு மிகப்பெரிய தீங்கு விளைவிக்கும் ஏழு பழக்கங்களை வெளியிட்டுள்ளதாக கூறும் ஒரு புகைப்படம் சமூக ஊடகங்களில் வைரலாகி வருகிறது. காலை உணவை தவிர்ப்பது, தாமதமாக தூங்குவது, அதிக சர்க்கரை உட்கொள்வது, அதிக தூக்கம் கொள்வது (குறிப்பாக காலையில்) , தொலைக்காட்சி அல்லது கணினி பார்த்துக்கொண்டே உணவு உட்கொள்வது, தூங்கும் போது தொப்பி/குள்ளா அல்லது சாக்ஸ் அணிவது, சிறுநீரை நிறுத்தும் பழக்கம் ஆகியவையும் இதில் அடங்கும் என்று அதில் குறிப்படப்பட்டுள்ளது.","உலக சுகாதார அமைப்பு (WHO), மூளைக்கு மிகப்பெரிய தீங்கு விளைவிக்கும் ஏழு பழக்கங்களை வெளியிட்டுள்ளதாக கூறும் ஒரு புகைப்படம் சமூக ஊடகங்களில் வைரலாகி வருகிறது. காலை உணவை தவிர்ப்பது, தாமதமாக தூங்குவது, அதிக சர்க்கரை உட்கொள்வது, அதிக தூக்கம் கொள்வது (குறிப்பாக காலையில்) , தொலைக்காட்சி அல்லது கணினி பார்த்துக்கொண்டே உணவு உட்கொள்வது, தூங்கும் போது தொப்பி/குள்ளா அல்லது சாக்ஸ் அணிவது, சிறுநீரை நிறுத்தும் பழக்கம் ஆகியவையும் இதில் அடங்கும் என்று அதில் குறிப்படப்பட்டுள்ளது."
டிசம்பர் 8 ஆம் தேதி புயல் வரலாம் “Tauktao” என்று பெயர் … டிசம்பர் 17 ஆம் தேதி புயல் வரலாம் “Yaas” என்று பெயர் … டிசம்பர் 24 ஆம் தேதி புயல் வரலாம் “Gulab”என்று பெயர் … ஜனவரி 01 ஆம் தேதி ஒரு புயல் வரலாம். “Shaheen”என்று பெயர் … ஜனவரி 8 ஆம் தேதி ஒருபுயல் வரலாம் “Jawad “என்று பெயர் …தமிழ்நாடு ஒரு புயல் மாநிலமாக உருவாகிறதா,டிசம்பர் 8 ஆம் தேதி புயல் வரலாம்
"தனது குழந்தைகள் இப்படி பாதிக்கப்பட மாட்டார்கள் என்ற நம்பிக்கையுடன் தான் அவர் வாக்களிக்க வந்திருப்பதாகக் கூறி, நிதீஷின் 15 ஆண்டுகால ஆட்சியின் கீழ் பீகாரில் ஏற்பட்டுள்ள வளர்ச்சியை விமர்சித்துள்ளார்","தனது குழந்தைகள் இப்படி பாதிக்கப்பட மாட்டார்கள் என்ற நம்பிக்கையுடன் தான் அவர் வாக்களிக்க வந்திருப்பதாகக் கூறி, நிதீஷின் 15 ஆண்டுகால ஆட்சியின் கீழ் பீகாரில் ஏற்பட்டுள்ள வளர்ச்சியை விமர்சித்துள்ளார்"
"JNU தொழிற்சங்கத் தலைவர் கன்ஹையா குமாரின் சகோதரி இஸ்ரோ விஞ்ஞானி ஆனார். வாழ்த்துகள்,",JNU தொழிற்சங்கத் தலைவர் கன்ஹையா குமாரின் சகோதரி இஸ்ரோ விஞ்ஞானி ஆனார்
"கொஞ்சம் கருப்பு மிளகு தூள், எலுமிச்சை சாறு, இஞ்சி துண்டு மூன்றையும் தண்ணீரில் கலந்து அந்த தண்ணீரை கொதிக்க வைத்து குடித்ததே என்று கூறுகிறது. மேலும், இஞ்சி, மிளகு, எலுமிச்சை சாறு நீரை கொண்டு தான் கர்நாடகாவில் பெருமளவு கொரோனா நோயை கட்டுப்படுத்தினார்கள்","உரிமைகோரல் ஆய்வு: கோயம்புத்தூர் இஎஸ்ஐ மருத்துவமனையில் 141 கொரோனா நோயாளிகள் தண்ணீரில் மிளகு, இஞ்சி, எலுமிச்சை கலவையைப் பயன்படுத்தி குணமடைந்தனர்"
