post,normalized claim
கொரோனா வைரஸ்க்கான சிகிச்சை கண்டுபிடிக்கப்பட்டுள்ளது. பாகற்காய் சாறு அருந்துவது கொரோனா வைரஸை 2 மணிநேரத்தில் கொல்லும் என்பதை விஞ்ஞானிகள் கண்டுபிடித்துள்ளனர்,"பீகார் சுகாதரத் துறையின் கூற்றுப்படி, பாகற்காய் சாறால் நாவல் கொரோனா வைரஸை குணப்படுத்த முடியும்"
"சனாதன தர்மம் என்னவென்று அறிய ஒரு உதாரணமாக இந்த காணொளித் துணுக்கைப் பாருங்கள். ஒழுங்கு என்றால் என்ன? நீங்கள் பார்க்க விரும்புவது என்ன? ஜகன்னாத் ரத யாத்திரையின் இந்த காணொளித் துணுக்கைப் பாருங்கள். லட்சக் கணக்கான மக்கள் சேர்ந்து, ஒற்றைத் தாள லயத்துடன், நடக்கிறார்கள்! யாரும் எது வேண்டுமானாலும் சொல்லலாம், ஆனால் உண்மை எங்காவது இருந்தால், சகிப்புத் தன்மை எங்காவது இருந்தால், ஒழுங்கு எங்காவது இருந்தால், உறுதி எங்காவது இருந்தால், பக்தி எங்காவது இருந்தால், சக்தி எங்காவது இருந்தால், ஆற்றல் எங்காவது இருந்தால், அது சனாதனிகளிடம் மட்டும்தான் உள்ளது. ஆஹா! மந்திரங்களின் இந்தப் புனிதமான சப்தம், இந்த அரிய காட்சி. எவ்வாறு மயங்காமல் மயக்கத்தில் இருக்க முடியும்.. ஜயது சத்யா சனாதன் சன்ஸ்கிருதி.",ஜகன்னாத் ரத யாத்திரையின் காணொளி
"யாராவது நீரில் மூழ்கி இறந்து போய், அவரது உடல் 3-4 மணி நேரங்களுக்குள் கண்டுபிடிக்கப்பட்டால் நான் அவரை உயிர் பிழைக்க வைக்க முடியும். அத்தகைய விபத்தை யாராவது பார்த்தாலோ, கேட்டாலோ எங்களிடம் உடனடியாகச் சொல்லுங்கள். யாருடைய உயிராவது காப்பாற்றப் படட்டும். எங்கள் கைபேசி எண் பிரஷாந்த் திரிபாதி +919454311111 +919335673001","யாராவது நீரில் மூழ்கி அதனால் இறந்து போய், அவரது உடல் 3-4 மணி நேரங்களுக்குள் கண்டுபிடிக்கப்பட்டால், இறந்து போனவரின் ஆடைகளைக் களைந்து அவர் உடலை 1.5 குவிண்டால் உப்பைக் கொண்டு மூடுங்கள். உப்பு அந்த உடலில் இருந்து தண்ணீரை வடித்து விடும். அந்த மனிதருக்கு நினைவு திரும்பியதும், அவரை ஒரு மருத்துவரிடம் அழைத்துச் செல்லுங்கள்."
"2021 பொதுத் தேர்வில் தேர்ச்சி பெற 33 சதவீதம் அல்ல, 23 சதவீதம் மட்டுமே தேவை. அரசாங்கத்திடமிருந்து பெரிய அறிவிப்பு","2021 பொதுத் தேர்வில் தேர்ச்சி பெற 33 சதவீதம் அல்ல, 23 சதவீதம் மட்டுமே தேவை. அரசாங்கத்திடமிருந்து பெரிய அறிவிப்பு"
பீகாரில் எதிர்ப்பு தீ பற்றி எரிகிறது… Go Back Modi தமிழர்கள் போட்ட விதை இன்று #GoBackModi. பீகார் மக்கள் தொடர்கிறார்கள். அருமை வாழ்த்துக்கள் தொடரட்டும் இந்தியா முழுவதும்,நாம போட்ட விதை #GoBackModi. பீகார் மக்கள் தொடர்கிறார்கள். அருமை.
"உலக அதிசயங்களில் ஒன்றான தாஜ்மஹால் 99 ஆண்டுகளுக்கு தி பிளாசா என்ற நியூயார்க் ஹோட்டலுக்கு ஒத்திக்கு விடப்படும், சினிமா படப்பிடிப்பு, திருமணங்கள் நடத்தவும் அனுமதி","உலக அதிசயங்களில் ஒன்றான தாஜ்மஹால் 99 ஆண்டுகளுக்கு தி பிளாசா என்ற நியூயார்க் ஹோட்டலுக்கு ஒத்திக்கு விடப்படும், சினிமா படப்பிடிப்பு, திருமணங்கள் நடத்தவும் அனுமதி"
"ஹரியானா விவசாயிகள் மசோதாவுக்கு #எதிர்ப்புகள் வரத் தொடங்கியுள்ளன. பாஜக எம்எல்ஏ உதய் சிங் விவசாயிகளால் கடுமையாக தாக்கப்பட்டார்,",பாஜக எம்எல்ஏ உதய் சிங் ஹரியானாவில் விவசாயிகளால் தாக்கப்பட்டதாக ஒரு காணொலி வைரலாகி வருகிறது.
டெல்லி அரசு அதிரடி உத்தரவு. அனைத்து கட்டண சேனல்களுக்கும் விளம்பரம் இருக்கக்கூடாது. அப்படி இல்லை எனில் விளம்பரம் இருக்கும் சேனலில் கட்டணம் கேட்கக்கூடாது. விளம்பரங்களுக்கு கோடிக்கணக்கான ரூபாய் சம்பாதிக்கும் சேனல்களுக்கு கட்டணம் கிடையாது என்று கெஜ்ரிவால் அறிவித்துள்ளார். இதை நாமும் வரவேற்போம். இதை அனைத்து நண்பர்களுக்கும் ஷேர் பண்ணவும்…,டெல்லி அரசு அதிரடி உத்தரவு. அனைத்து கட்டண சேனல்களுக்கும் விளம்பரம் இருக்கக்கூடாது. அப்படி இல்லை எனில் விளம்பரம் இருக்கும் சேனலில் கட்டணம் கேட்கக்கூடாது. விளம்பரங்களுக்கு கோடிக்கணக்கான ரூபாய் சம்பாதிக்கும் சேனல்களுக்கு கட்டணம் கிடையாது என்று கெஜ்ரிவால் அறிவித்துள்ளார். இதை நாமும் வரவேற்போம். இதை அனைத்து நண்பர்களுக்கும் ஷேர் பண்ணவும்
பஞ்சாப் விவசாயிகளுக்கும் காஷ்மீர் 370 & 35A சட்டத்திற்க்கும் என்னடா சம்பந்தம்?? ….,பஞ்சாப் விவசாயிகளுக்கும் காஷ்மீர் 370 & 35A சட்டத்திற்க்கும் என்னடா சம்பந்தம்
பாஜக கட்சி ஆட்சிக்கு வந்தால் வேளாண் சட்டங்களை ரத்து செய்வோம் என்று தமிழகத்தின் மாநில பாஜக தலைவர் எல் முருகன் கூறியதாக புதியதலைமுறையின் பெயரில் பகிரப்படும் ஒரு புகைப்படம் கூறுகிறது,பாஜக கட்சி ஆட்சிக்கு வந்தால் வேளாண் சட்டங்களை ரத்து செய்வோம் என்று தமிழகத்தின் மாநில பாஜக தலைவர் எல் முருகன் கூறியதாக புதியதலைமுறையின் பெயரில் பகிரப்படும் ஒரு புகைப்படம் கூறுகிறது
கைகோர்த்துக் கொண்டு பொய்களைப் பரப்ப வேண்டாம் என்று சொல்கிறேன். விவசாயிகளை இழிவுபடுத்த வேண்டாம்,"கழுத்தில் காவி நிற துணியும், பிரதமர் மோடியின் புகைப்படத்துடன் கூடிய டி-ஷர்ட்டையும் அணிந்திருக்கும் ஒருவரின் புகைப்படம் சமூக ஊடகங்களில் வைரலாகி வருகிறது. அந்த நபர் ஒரு காவல்துறை அலுவலருக்கு முன்னால் லத்தி போன்ற ஒன்றைக் காண்பிப்பதைக் நம்மால் காண முடிகிறது. 26 ஜனவரி அன்று குடியரசு தின கொண்டாட்டங்களுக்குப் பிறகு நடந்த டிராக்டர் அணிவகுப்பின் போது நடந்த வன்முறைகளின் நிகழ்வுகளைக் காண்பிப்பதாக இந்தப் புகைப்படம் கூறுகிறது."
சிறப்பு தீபாவளி சலுகையாக இலவச டிஸ்னி-ஹாட்ஸ்டார் சந்தாவுடன் ஜியோ டிஜிட்டல் லைஃப் ₹ 401 க்கு இலவச ரீசார்ஜ் வழங்குகிறது என்ற கூற்றுடன் அம்பானியின் புகைப்டத்துடன் கூடிய ஒரு வைரல் இடுகை சமூக வலைத்தளங்களில் வேகமாக பகிரப்பட்டு வருகிறது. இந்தச் சலுகை 31 அக்டோபர் 2020 வரை மட்டுமே கிடைக்கும் என்றும் இந்தப் பதிவு தெரிவிக்கிறது,சிறப்பு தீபாவளி சலுகையாக இலவச டிஸ்னி-ஹாட்ஸ்டார் சந்தாவுடன் ஜியோ டிஜிட்டல் லைஃப் ₹ 401 க்கு இலவச ரீசார்ஜ் வழங்குகிறது
"பெண் ஒருவர் கொடூரமாக கொல்லப்படும் காணொலி இந்தியாவில் எடுக்கப்பட்டது என்ற கூற்றுடன் சமூக ஊடகங்களில் வைரலாகி வருகிறது. 31 வினாடிகள் நீளமூள்ள இந்த காணொலியில், முகமூடி அணிந்த ஒருவரால், பெண் ஒருவர் தலையில் தாக்கப்படுகிறார். மேலும் அந்தப் பெண்ணின் கைகளும், வாயும் கட்டப்பட்டு இருப்பதையும் நம்மால் காண முடிகிறது","பெண் ஒருவர் கொடூரமாக கொல்லப்படும் காணொலி இந்தியாவில் எடுக்கப்பட்டது என்ற கூற்றுடன் சமூக ஊடகங்களில் வைரலாகி வருகிறது. 31 வினாடிகள் நீளமூள்ள இந்த காணொலியில், முகமூடி அணிந்த ஒருவரால், பெண் ஒருவர் தலையில் தாக்கப்படுகிறார். மேலும் அந்தப் பெண்ணின் கைகளும், வாயும் கட்டப்பட்டு இருப்பதையும் நம்மால் காண முடிகிறது"
"உத்தரகாண்டில் உள்ள ஜோஷிமத் ஆபத்தில் இருக்கும்போது, வானத்தில் ஒரு விசித்திரமான மேகம் தோன்றி பிராணத்தை வெளிப்படுத்துகிறது. மக்கள் பேரழிவிலிருந்து தங்களைக் காப்பாற்ற தேவபூமியின் உன்னத இறைவனிடம் முறையிடுவது போல.","உத்தரகாண்டில் உள்ள ஜோஷிமத் ஆபத்தில் இருக்கும்போது, வானத்தில் ஒரு விசித்திரமான மேகம் தோன்றி பிராணத்தை வெளிப்படுத்துகிறது. மக்கள் பேரழிவிலிருந்து தங்களைக் காப்பாற்ற தேவபூமியின் உன்னத இறைவனிடம் முறையிடுவது போல"
இது சிவலிங்கப் பூ. இமயமலைப் பிரதேசத்தில் 99 ஆண்டுகளுக்கு ஒரு முறை தான் பூக்குமாம்! இதனைப் பார்ப்பதே புண்ணியம்!,இது சிவலிங்கப் பூ. இமயமலைப் பிரதேசத்தில் 99 ஆண்டுகளுக்கு ஒரு முறை தான் பூக்குமாம்
"‘இந்தூர் காவல்துறை நிர்வாகத்தின் பெண்களுக்கான தனித்துவமான முயற்சி.. இந்தூர் காவல்துறை பெண்களுக்கான இலவச பயண திட்டத்தை அறிமுகப்படுத்தியுள்ளது. இதன்படி தனியாக இருக்கும் எந்தவொரு பெண்ணும் இரவு 10 மணி முதல் காலை 6 மணி வரை வாகனம் எதுவும் கிடைக்கவில்லை என்றால், காவல்துறை உதவி எண்ணை (1091 மற்றும் 7837018555) அழைத்து, தனக்கு வாகனம் வேண்டி கோரிக்கை வைக்கலாம். இந்த வசதி 24 × 7 உண்டு. அவரது கோரிக்கையைத் ஏற்று, கட்டுப்பாட்டு அறை வாகனம் அல்லது அருகிலுள்ள PCR வாகனம் / SHO வாகனம், அவளைப் பாதுகாப்பாக அவள் வேண்டுமிடத்தில் இறக்கிவிடும். இந்தச் சேவைக்கு கட்டணம் எதுவும் கிடையாது. இந்தச் செய்தியை மேலும் பலருக்கு, உங்கள் நண்பர்கள், உறவினர்கள், தெரிந்தவர்கள் மற்றும் அறிமுகமானவர்களுக்கு பகிருங்கள். செய்திகளைப் பாருங்கள்",இந்தூர் காவல்துறை பெண்களுக்கு இலவச பயண திட்டத்தை அறிமுகப்படுத்தியுள்ளதாக ஒரு பதிவு கூறுகிறது.
டில்லியில் விவசாயிகள் போராட்டம் என்ற பெயரில் நடக்கும் நாடகத்துக்கு ரூ.350/- கூலியாமே,டில்லியில் விவசாயிகள் போராட்டம் என்ற பெயரில் நடக்கும் நாடகத்துக்கு ரூ.350/- கூலியாமே
"இவர்களை தாலிபான் ஆட்சியை விரும்பி ஏற்கும் ஆப்கானிஸ்தானுக்கு கொண்டு செல்லுங்கள், தற்போது மொபைல் போன்கள் ஆப்கானிஸ்தானில் தடை செய்யப்பட்டுள்ளன. அனைவரும் தங்கள் மொபைல் போன்களை தன்னிச்சையாக தாலிபான் ராணுவ அதிகாரிகளிடம் கொடுத்துவிட வேண்டும். அதற்குப் பின், மொபைல் போன் வைத்திருக்கும் எவரும் கொல்லப்படுவார்கள், இதுதான் ஆப்கானிஸ்தானின் புதிய சட்டம்.","ஆங்கில மொழிபெயர்ப்பு – இவர்களை தாலிபான் ஆட்சியை விரும்பி ஏற்கும் ஆப்கானிஸ்தானுக்கு கொண்டு செல்லுங்கள், தற்போது மொபைல் போன்கள் ஆப்கானிஸ்தானில் தடை செய்யப்பட்டுள்ளன. அனைவரும் தங்கள் மொபைல் போன்களை தன்னிச்சையாக தாலிபான் ராணுவ அதிகாரிகளிடம் கொடுத்துவிட வேண்டும். அதற்குப் பின், மொபைல் போன் வைத்திருக்கும் எவரும் கொல்லப்படுவார்கள், இதுதான் ஆப்கானிஸ்தானின் புதிய சட்டம்"
புகழ் பெற்ற கிரிக்கெட் வீரர் அஃப்ரிடியின் மகள் இரத்தப் புற்றுநோயால் மரணம்..ஆழ்ந்த இரங்கல்..,"ரோஜா இதழ்கள் தூவப்பட்டு, வெள்ளை நிற துணியால் மூடப்பட்டிருக்கும் ஒரு சடலத்தின் புகைப்படத்தையும், உறங்கிக் கொண்டிருக்கும் ஒரு பெண்ணின் அருகில் ஷாஹித் அப்ரிடி நிற்கும் ஒரு புகைப்படத்தையும் கொண்டுள்ள ஒரு படத்தொகுப்பை பதிவேற்றி,"
"“இது ஒரு புகைப்படம் அல்ல, ஒரு ஓவியம். இந்திய ஓவியத்தின் திறமை இது.” பதிவு விவரம் இவ்வாறு இருந்தது “கலைஞருக்கு மரியாதை”","எங்கள் புலன்விசாரணையில் இந்தக் க்ளைம் போலி என்று கண்டுபிடித்தோம். இந்த வைரல் படம் உண்மையில் ஒரு புகைப்படம்தான், ஓவியம் அல்ல."
"குஜராத் முதல்வர் விஜய் ரூபானி பொது மேடையில் உரையாற்றிக் கொண்டிருந்தபோது, மயக்கமுற்று சரிந்து விழும் காணொலியை, அவர் இறந்துவிட்டார்","குஜராத் முதல்வர் விஜய் ரூபானி பொது மேடையில் உரையாற்றிக் கொண்டிருந்தபோது, மயக்கமுற்று சரிந்து விழும் காணொலியை, அவர் இறந்துவிட்டார்"
"கனிமொழியின் MP நிதி ₹75,00,000ல் ஆரம்பிக்கப்பட்டு 10 ஆண்டுகளாகியும் ஒற்றை அடி உயர சுவர் கூட எழும்பாத ஆரம்ப சுகாதார நிலையம், அம்மா கனியே எங்கே அந்த ₹75,00,000","கனிமொழியின் MP நிதி ₹75,00,000ல் ஆரம்பிக்கப்பட்டு 10 ஆண்டுகளாகியும் ஒற்றை அடி உயர சுவர் கூட எழும்பாத ஆரம்ப சுகாதார நிலையம், அம்மா கனியே எங்கே அந்த ₹75,00,000"
"‘ஆரோக்கிய தயாரிப்புகள்’ என்ற பெயரில் பகிரப்படும் பேஸ்புக் இடுகை, “வண்ணக் குறியீட்டின் பொருள் என்ன: “கறுப்பு நிறம் என்றால் தூய வேதியியல் பொருட்களால் ஆனது, சிவப்பு என்றால் இயற்கை + வேதியியல் பொருட்களால் ஆனது, நீலம் என்றால் இயற்கை + மருத்துவ பொருட்களால் ஆனது மற்றும் பச்சை என்றால் இயற்கை பொருட்களால் ஆனது,” என்று கூறுகிறது. இந்த இடுகையுடன் உள்ள தலைப்பில், “#FridayFact: உங்கள் டூத்பேஸ்ட்டில் உள்ள வண்ணக் குறியீட்டின் அர்த்தம் என்ன என்று உங்களுக்குத் தெரியுமா? உங்கள் பற்பசையில் வண்ண குறியீடு என்ன என்பதைப் பகிரவும்!","வண்ணக் குறியீட்டின் பொருள் என்ன: “கறுப்பு நிறம் என்றால் தூய வேதியியல் பொருட்களால் ஆனது, சிவப்பு என்றால் இயற்கை + வேதியியல் பொருட்களால் ஆனது, நீலம் என்றால் இயற்கை + மருத்துவ பொருட்களால் ஆனது மற்றும் பச்சை என்றால் இயற்கை பொருட்களால் ஆனது,” என்று கூறுகிறது. இந்த இடுகையுடன் உள்ள தலைப்பில், “#FridayFact: உங்கள் டூத்பேஸ்ட்டில் உள்ள வண்ணக் குறியீட்டின் அர்த்தம் என்ன என்று உங்களுக்குத் தெரியுமா? உங்கள் பற்பசையில் வண்ண குறியீடு என்ன என்பதைப் பகிரவும்! ”"
"ஐநாவின் பாரம்பரிய மற்றும் தொல்பொருள் துறை அமைப்பான யுனெஸ்கோ நடத்திய ஆய்வில், உலகின் தொன்மையான மற்றும் நம்பிக்கையான இனமாக நம் நாடார் இனம் தேர்வு. நாடார் குலம் முதல் இடம் பிடித்தது. உலகில் உள்ள 3 லட்சத்துக்கும் மேலான ஜாதி, இன குழுக்களை ஆய்வு செய்து இந்த முடிவுக்கு வந்துள்ளனர். முதல் 10 இடங்களில் இந்தியாவிலுள்ள வேறெந்த ஜாதியும் இடம்பெறவில்லை. நம்பிக்கை, நாணயம், உழைப்பு, பிறருக்கு உதவுதல், தொன்மை, கலாச்சாரம் , பண்பாடு, பாரம்பரியம், பாசம், வீரம் முதலியவற்றில் உலகுக்கே முன்னோடி என புகழாரம்",யுனெஸ்கோ நாடார் சமூகத்தை உலகின் தொன்மையான இனமாக அறிவித்தது
"இந்தியன் ஆயில் அதானிக்கு விற்கப்பட்டதாக சமூக ஊடகங்களில் பரவலாக ஒரு படத்தொகுப்பு பகிரப்படுகிறது. இது நம் நாட்டில் காங்கிரஸின் ஆட்சிக் காலத்தை, பாஜக ஆட்சியுடன் ஒப்பிடுகிறது",இந்தியன் ஆயில் அதானிக்கு விற்கப்பட்டதாக சமூக ஊடகங்களில் பரவலாக ஒரு படத்தொகுப்பு பகிரப்படுகிறது
"200 கோடி செலவில் உருவாக்கப்பட்ட ஒரு சிலை இருக்கும் ஒரு நாட்டில் அரசுப் பள்ளிகளின் நிலை இதுதான். யார் மனதில் மனிதநேயம் இருக்கிறதோ அவர்கள் இந்தப் படத்தைப் பாருங்கள், பிறகு சொல்லுங்கள், எது முக்கியம், பள்ளியா அல்லது 3200 கோடியில் ஒரு சிலையா .#ShamefulUttar Pradesh.’","3200 கோடி செலவில் உருவாக்கப்பட்ட ஒரு சிலை இருக்கும் ஒரு நாட்டில் அரசுப் பள்ளிகளின் நிலை இதுதான். யார் மனதில் மனிதநேயம் இருக்கிறதோ அவர்கள் இந்தப் படத்தைப் பாருங்கள், பிறகு சொல்லுங்கள், எது முக்கியம், பள்ளியா அல்லது 3200 கோடியில் ஒரு சிலையா .#ShamefulUttar Pradesh."
"ராஜஸ்தான் முதலமைச்சர் அசோக் கெஹ்லோட் தர்காவிலிருந்து வெளியே வரும் ஒரு வைரல் காணொளி, தீபாவளியின்போது பட்டாசுகளை தடை செய்த பின்னர் தர்காவிற்கு சென்று அவர் நமாஸ் செய்தார் என்ற கூற்றுடன் பகிரப்படுகிறது","ராஜஸ்தான் முதலமைச்சர் அசோக் கெஹ்லோட் தர்காவிலிருந்து வெளியே வரும் ஒரு வைரல் காணொளி, தீபாவளியின்போது பட்டாசுகளை தடை செய்த பின்னர் தர்காவிற்கு சென்று அவர் நமாஸ் செய்தார் என்ற கூற்றுடன் பகிரப்படுகிறது"
"அலுவலகத்தில் உரிமையாளரின் புகைப்படத்தைப் பாருங்கள், குருட்டு பக்தரின் அடிமைத்தனத்திற்கு இதைவிட வேறு என்ன ஆதாரம் தேவை","பிரதமர் நரேந்திர மோடி மற்றும் முன்னாள் கிரிக்கெட் வீரர் சச்சின் டெண்டுல்கர் சந்திப்பில் எடுக்கப்பட்ட புகைப்படம் சமூக ஊடகங்களில் வைரலாகி வருகிறது. இந்த புகைப்படத்தில், முகேஷ் அம்பானி மற்றும் நிதா அம்பானி ஆகியோரின் புகைப்படத்தை சச்சினின் பின்னால் உள்ள சுவரில் நம்மால் காண முடிகிறது. பிரதம மந்திரி அலுவலகத்தில் முகேஷ் அம்பானி மற்றும் நீதா அம்பானி ஆகியோரின் புகைப்படம் இருப்பதாக இதைப் பகிர்ந்த பயனர்கள் எழுதியுள்ளனர்."
"மைக்ரோ, சிறு மற்றும் நடுத்தர நிறுவனங்களின் அமைச்சின் கீழ் செயல்பட்டு வரும் காதி இந்தியா மூன்று முக கவசங்களை ரூ. 999ற்கு விற்பதாக கூறுகிறது. மேலும் காதி, மகாத்மா காந்தியின் படத்தை பிரதமர் நரேந்திர மோடியின் படத்துடன் மாற்றியுள்ளதாக கூறுகிறது.",காதி இந்தியா மூன்று முக கவசங்களை ரூ. 999ற்கு விற்கிறது.
“கான்பூரில் தடுப்பூசி போட்ட பிறகு மருத்துவமனையில் அனுமதிக்கப்பட்ட 40 மாணவர்கள்” என்ற செய்தித்தாள் தலையங்கத்தை கொண்டுள்ள ஒரு பதிவு சமூக ஊடகங்களில் வைரலாகி வருகிறது. இந்தியாவில் கோவிட் -19 தடுப்பூசி செலுத்தப்பட்டால் நிலைமை இதுதான் என்று கூறுகிறது,"கான்பூரில் தடுப்பூசி போட்டுக்கொண்ட 40 மாணவர்கள் மருத்துவமனையில் அனுமதிக்கப்பட்டதாகக் கூறும் செய்தித்தாள் ஒன்றின் தலைப்பை காட்டும் புகைப்படம், இந்தியாவில் கோவிட் -19 தடுப்பூசி செலுத்தப்பட்டதால் நிலைமை இதுதான் என்ற கூற்றுடன் சமூக ஊடகங்களில் வைரலாகி வருகிறது."
"கோவிட் -19 நோய்த்தடுப்பிற்காக ஐ.சி.எம்.ஆரின் புதிய வழிகாட்டுதல்கள் ஆகஸ்ட் 6 ஆம் தேதி வெளியிடப்பட்டுள்ளன. அதன்படி ஒன்றாம் நாள், ஏழாம் நாள் மற்றும் முப்பதாம் நாள் அன்று இரவு உணவுக்கு பிறகு இரண்டு மணிநேரம் கழித்து, ஐவர்மெக்டின் 12 மி.கிராம் மாத்திரையும், அதைதொடர்ந்து நோய்தொற்று முடியும் வரை ஒவ்வொரு 30 நாட்களுக்கும் 12 மி.கிராம் உள்ள ஒரு மாத்திரையும் உட்கொண்டு வர வேண்டும்",கோவிட் -19 நோய்த்தடுப்பிற்காக ஐ.சி.எம்.ஆரின் புதிய வழிகாட்டுதல்கள் ஆகஸ்ட் 6 ஆம் தேதி வெளியிடப்பட்டுள்ளன.
விவசாய மசோதாவை எதிர்த்து டெல்லியில் இந்தியா கேட் அருகே ஒரு டிராக்டரை எரித்த பின்னர் ஏழை விவசாயிகள் வெள்ளி தட்டில் சாப்பிடுகிறார்கள்,இந்தியா கேட் அருகே விவசாய மசோதாவை எதிர்த்து ஏழை விவசாயிகள் டிராக்டரை எரித்த பின்னர் வெள்ளி தட்டில் சாப்பிடுகிறார்கள் என்ற கூற்றுடன் ஒரு படம்
இருசக்கர வாகன ஓட்டுநர் மீது விளம்பர பலகை விழும் காணொலி சமூக ஊடகங்களில் வைரலாகி வருகிறது. இச்சம்பவம் நிவர் சூறாவளி காரணமாக சென்னையில் நடைபெற்றதாக கூறப்படுகிறது,இருசக்கர வாகன ஓட்டுநர் மீது விளம்பர பலகை விழும் காணொலி சமூக ஊடகங்களில் வைரலாகி வருகிறது. இச்சம்பவம் நிவர் சூறாவளி காரணமாக சென்னையில் நடைபெற்றதாக கூறப்படுகிறது
"முகக்கவசம் வேலை செய்கின்றன என்றால், மருத்துவமனைகள் மற்றும் சுகாதார நிலையங்களில் அனுமதிக்கப்பட்டிருக்கும் தங்கள் அன்புக்குரியவர்களை சந்திக்க மக்களுக்கு அனுமதி வழங்க வேண்டும். அப்படி அவை வேலை செய்யவில்லை என்றால், அவற்றை குழந்தைகளுக்கு அணியாது இருக்க வேண்டும். யாரோ இங்கு பொய் உரைக்கிறார்கள்…","முகக்கவசம் வேலை செய்கின்றன என்றால், மருத்துவமனைகள் மற்றும் சுகாதார நிலையங்களில் அனுமதிக்கப்பட்டிருக்கும் தங்கள் அன்புக்குரியவர்களை சந்திக்க மக்களுக்கு அனுமதி வழங்க வேண்டும். அப்படி அவை வேலை செய்யவில்லை என்றால், அவற்றை குழந்தைகளுக்கு அணியாது இருக்க வேண்டும். யாரோ இங்கு பொய் உரைக்கிறார்கள்"
"ராணுவத்துக்கு மரியாதை செலுத்துங்கள்’. கருத்துக்கள் சொல்லுமிடத்தில், இந்த காணொளியை உண்மை என்று நினைத்து அதை பாராட்டி மக்கள் எழுதுவதை பார்க்கலாம்.",ராணுவத்துக்கு மரியாதை செலுத்துங்கள்
